SID,CID,SCORE,TID
200900131734,300029,96.0,100029
200900131735,300015,77.0,100015
200900131736,300038,60.0,100007
200900131737,300004,92.0,100004
200900131738,300033,59.0,100002
200900131739,300011,59.0,100011
200900131740,300002,57.0,100002
200900131741,300030,87.0,100030
200900131742,300019,93.0,100019
200900131743,300029,98.0,100029
200900131744,300008,61.0,100008
200900131745,300017,65.0,100017
200900131746,300023,52.0,100023
200900131747,300012,100.0,100012
200900131748,300023,50.0,100023
200900131749,300013,53.0,100013
200900131750,300011,77.0,100011
200900131751,300004,94.0,100004
200900131752,300038,50.0,100007
200900131753,300012,86.0,100012
200900131754,300001,91.0,100001
200900131755,300014,69.0,100014
200900131756,300004,69.0,100004
200900131758,300014,67.0,100014
200900131759,300039,85.0,100008
200900131761,300020,64.0,100020
200900131762,300009,87.0,100009
200900131763,300038,83.0,100007
200900131764,300017,55.0,100017
200900131765,300008,80.0,100008
200900131766,300016,90.0,100016
200900131767,300021,71.0,100021
200900131768,300005,80.0,100005
200900131769,300022,84.0,100022
200900131770,300008,63.0,100008
200900131771,300005,66.0,100005
200900131772,300014,78.0,100014
200900131773,300036,61.0,100005
200900131774,300037,82.0,100006
200900131775,300035,69.0,100004
200900131776,300007,69.0,100007
200900131777,300007,71.0,100007
200900131778,300028,50.0,100028
200900131779,300025,54.0,100025
200900131780,300011,71.0,100011
200900131782,300007,71.0,100007
200900131783,300027,68.0,100027
200900131784,300023,71.0,100023
200900131785,300011,61.0,100011
200900131786,300023,68.0,100023
200900131787,300026,57.0,100026
200900131788,300006,62.0,100006
200900131789,300012,93.0,100012
200900131790,300019,89.0,100019
200900131791,300027,65.0,100027
200900131792,300014,52.0,100014
200900131793,300016,66.0,100016
200900131794,300012,51.0,100012
200900131795,300035,53.0,100004
200900131796,300019,80.0,100019
200900131797,300030,61.0,100030
200900131798,300037,65.0,100006
200900131799,300014,93.0,100014
200900131800,300032,88.0,100001
200900131801,300013,53.0,100013
200900131802,300008,87.0,100008
200900131804,300025,55.0,100025
200900131805,300033,93.0,100002
200900131806,300025,97.0,100025
200900131807,300038,91.0,100007
200900131808,300033,79.0,100002
200900131809,300026,64.0,100026
200900131811,300026,96.0,100026
200900130240,300025,76.0,100025
200900130241,300002,65.0,100002
200900130242,300008,50.0,100008
200900130243,300006,91.0,100006
200900130244,300004,61.0,100004
200900130245,300020,95.0,100020
200900130246,300033,69.0,100002
200900130247,300032,91.0,100001
200900130248,300006,70.0,100006
200900130249,300019,94.0,100019
200900130250,300032,85.0,100001
200900130251,300030,89.0,100030
200900130252,300018,95.0,100018
200900130253,300034,57.0,100003
200900130254,300035,95.0,100004
200900130255,300018,98.0,100018
200900130256,300026,90.0,100026
200900130257,300040,67.0,100009
200900130258,300033,84.0,100002
200900130259,300005,64.0,100005
200900130260,300025,90.0,100025
200900130261,300020,83.0,100020
200900130262,300016,95.0,100016
200900130263,300022,69.0,100022
200900130264,300038,81.0,100007
200900130265,300007,91.0,100007
200900130266,300013,66.0,100013
200900130267,300015,78.0,100015
200900130269,300040,90.0,100009
200900130270,300018,69.0,100018
200900130271,300002,58.0,100002
200900130272,300027,75.0,100027
200900130274,300036,88.0,100005
200900130275,300011,55.0,100011
200900130276,300005,60.0,100005
200900130277,300020,89.0,100020
200900130278,300040,69.0,100009
200900130279,300004,61.0,100004
200900130280,300035,50.0,100004
200900130281,300018,76.0,100018
200900130282,300011,80.0,100011
200900130283,300033,69.0,100002
200900130284,300005,77.0,100005
200900130286,300015,100.0,100015
200900130287,300006,80.0,100006
200900130288,300022,57.0,100022
200900130289,300026,81.0,100026
200900130290,300015,86.0,100015
200900130291,300040,58.0,100009
200900130292,300006,96.0,100006
200900130293,300004,61.0,100004
200900130294,300004,82.0,100004
200900130295,300039,82.0,100008
200900130296,300025,90.0,100025
200900130297,300015,52.0,100015
200900130298,300033,73.0,100002
200900130299,300030,52.0,100030
200900130300,300017,56.0,100017
200900130301,300011,91.0,100011
200900130302,300040,57.0,100009
200900130303,300018,77.0,100018
200900130304,300015,59.0,100015
200900130305,300006,84.0,100006
200900130306,300005,72.0,100005
200900130307,300008,77.0,100008
200900130308,300024,80.0,100024
200900130309,300025,97.0,100025
200900130310,300010,93.0,100010
200900130311,300040,93.0,100009
200900130313,300015,66.0,100015
200900130314,300010,70.0,100010
200900130315,300035,82.0,100004
200900130316,300027,74.0,100027
200900130317,300028,91.0,100028
200900130319,300036,66.0,100005
200900130320,300021,69.0,100021
200900130321,300030,91.0,100030
200900130322,300004,74.0,100004
200900130323,300032,79.0,100001
200900130324,300022,82.0,100022
200900130325,300015,96.0,100015
200900130326,300018,89.0,100018
200900130327,300003,55.0,100003
200900130328,300035,66.0,100004
200900130329,300016,83.0,100016
200900130330,300022,55.0,100022
200900130331,300037,67.0,100006
200900130332,300027,99.0,100027
200900130333,300039,64.0,100008
200900130334,300004,57.0,100004
200900130335,300002,75.0,100002
200900130336,300006,70.0,100006
200900130337,300021,60.0,100021
200900130338,300015,83.0,100015
200900130339,300013,94.0,100013
200900130340,300005,51.0,100005
200900130341,300035,72.0,100004
200900130342,300039,90.0,100008
200900130343,300033,73.0,100002
200900130344,300004,61.0,100004
200900130345,300036,61.0,100005
200900130346,300024,68.0,100024
200900130347,300002,67.0,100002
200900130349,300014,51.0,100014
200900130350,300002,87.0,100002
200900130352,300037,87.0,100006
200900130353,300015,90.0,100015
200900130354,300017,98.0,100017
200900130355,300016,99.0,100016
200900130356,300030,69.0,100030
200900130357,300030,56.0,100030
200900130358,300005,53.0,100005
200900130359,300018,90.0,100018
200900130360,300014,61.0,100014
200900130362,300013,70.0,100013
200900130363,300024,85.0,100024
200900130364,300004,59.0,100004
200900130365,300012,63.0,100012
200900130366,300005,52.0,100005
200900130367,300021,51.0,100021
200900130368,300012,62.0,100012
200900130369,300005,76.0,100005
200900130370,300020,75.0,100020
200900130371,300012,72.0,100012
200900130372,300009,58.0,100009
200900130373,300030,60.0,100030
200900130374,300033,90.0,100002
200900130375,300007,61.0,100007
200900130376,300023,86.0,100023
200900130377,300009,94.0,100009
200900130378,300005,59.0,100005
200900130379,300040,80.0,100009
200900130380,300026,58.0,100026
200900130381,300022,73.0,100022
200900130382,300029,94.0,100029
200900130383,300020,79.0,100020
200900130384,300026,56.0,100026
200900130385,300013,97.0,100013
200900130386,300037,52.0,100006
200900130387,300018,85.0,100018
200900130388,300031,87.0,100000
200900130389,300003,55.0,100003
200900130391,300024,63.0,100024
200900130392,300011,96.0,100011
200900130393,300002,87.0,100002
200900130394,300037,58.0,100006
200900130395,300014,92.0,100014
200900130396,300010,96.0,100010
200900130397,300009,50.0,100009
200900130398,300035,83.0,100004
200900130399,300027,88.0,100027
200900130400,300015,85.0,100015
200900130401,300009,56.0,100009
200900130403,300030,96.0,100030
200900130404,300010,95.0,100010
200900130405,300011,68.0,100011
200900130408,300005,79.0,100005
200900130410,300005,95.0,100005
200900130411,300023,91.0,100023
200900130413,300039,78.0,100008
200900130415,300019,51.0,100019
200900130417,300021,98.0,100021
200900130418,300040,68.0,100009
200900130419,300023,82.0,100023
200900130420,300022,97.0,100022
200900130421,300033,78.0,100002
200900130423,300009,57.0,100009
200900130424,300025,75.0,100025
200900130425,300020,90.0,100020
200900130426,300036,91.0,100005
200900130427,300021,76.0,100021
200900130429,300028,53.0,100028
200900130430,300031,69.0,100000
200900130431,300040,88.0,100009
200900130432,300019,62.0,100019
200900130433,300027,81.0,100027
200900130434,300021,85.0,100021
200900130435,300036,79.0,100005
200900130436,300008,82.0,100008
200900130438,300031,68.0,100000
200900130439,300026,81.0,100026
200900130440,300034,69.0,100003
200900130441,300024,70.0,100024
200900130442,300035,73.0,100004
200900130443,300003,88.0,100003
200900130444,300012,88.0,100012
200900130445,300016,99.0,100016
200900130446,300012,67.0,100012
200900130447,300030,92.0,100030
200900130448,300029,95.0,100029
200900130449,300031,61.0,100000
200900130450,300022,95.0,100022
200900130451,300030,50.0,100030
200900130452,300025,69.0,100025
200900130453,300023,99.0,100023
200900130455,300015,82.0,100015
200900130456,300025,52.0,100025
200900130457,300009,53.0,100009
200900130458,300035,92.0,100004
200900130459,300006,96.0,100006
200900130460,300034,92.0,100003
200900130461,300038,97.0,100007
200900130462,300014,70.0,100014
200900130463,300027,89.0,100027
200900130464,300026,83.0,100026
200900130465,300015,85.0,100015
200900130466,300007,86.0,100007
200900131997,300009,98.0,100009
200900131998,300009,74.0,100009
200900131999,300005,61.0,100005
200900132000,300024,51.0,100024
200900132001,300033,56.0,100002
200900132002,300023,95.0,100023
200900132003,300012,65.0,100012
200900132004,300002,80.0,100002
200900132005,300033,93.0,100002
200900132006,300031,74.0,100000
200900132007,300031,90.0,100000
200900132008,300023,100.0,100023
200900132009,300028,67.0,100028
200900132010,300016,81.0,100016
200900132011,300007,60.0,100007
200900132013,300017,69.0,100017
200900132014,300005,84.0,100005
200900132015,300038,50.0,100007
200900132018,300038,94.0,100007
200900132019,300009,54.0,100009
200900132020,300021,63.0,100021
200900132021,300026,81.0,100026
200900132022,300035,52.0,100004
200900132023,300026,68.0,100026
200900132024,300024,88.0,100024
200900132025,300025,76.0,100025
200900132026,300003,70.0,100003
200900132028,300013,67.0,100013
200900132029,300006,85.0,100006
200900132030,300038,99.0,100007
200900132031,300012,72.0,100012
200900132032,300013,90.0,100013
200900132033,300014,52.0,100014
200900132034,300012,91.0,100012
200900132035,300007,86.0,100007
200900132036,300026,56.0,100026
200900132037,300001,71.0,100001
200900132038,300007,63.0,100007
200900132039,300003,83.0,100003
200900132040,300032,92.0,100001
200900132041,300021,66.0,100021
200900132042,300023,91.0,100023
200900132043,300021,61.0,100021
200900132044,300003,69.0,100003
200900132045,300021,52.0,100021
200900132046,300010,64.0,100010
200900132048,300003,92.0,100003
200900132049,300025,69.0,100025
200900132050,300017,99.0,100017
200900132051,300032,92.0,100001
200900132052,300034,70.0,100003
200900132053,300029,88.0,100029
200900132054,300026,52.0,100026
200900132055,300020,70.0,100020
200900132056,300036,82.0,100005
200900132057,300040,98.0,100009
200900132058,300034,74.0,100003
200900132059,300028,65.0,100028
200900132060,300010,85.0,100010
200900132061,300032,90.0,100001
200900132062,300029,62.0,100029
200900132063,300004,78.0,100004
200900132064,300008,86.0,100008
200900132065,300002,92.0,100002
200900132066,300033,51.0,100002
200900132067,300029,73.0,100029
200900132068,300008,81.0,100008
200900132069,300003,63.0,100003
200900132071,300001,66.0,100001
200900132072,300033,62.0,100002
200900132073,300016,63.0,100016
200900132075,300029,52.0,100029
200900132076,300032,58.0,100001
200900132077,300034,71.0,100003
200900132078,300015,83.0,100015
200900132079,300002,64.0,100002
200900132080,300001,82.0,100001
200900132081,300029,73.0,100029
200900132082,300027,92.0,100027
200900132083,300010,78.0,100010
200900132084,300025,62.0,100025
200900132085,300017,77.0,100017
200900131413,300023,74.0,100023
200900131414,300006,55.0,100006
200900131415,300028,89.0,100028
200900131416,300033,86.0,100002
200900131417,300039,83.0,100008
200900131418,300015,92.0,100015
200900131419,300040,77.0,100009
200900131420,300017,92.0,100017
200900131421,300015,63.0,100015
200900131422,300033,62.0,100002
200900131423,300008,73.0,100008
200900131424,300015,91.0,100015
200900131425,300039,82.0,100008
200900131426,300023,66.0,100023
200900131427,300006,55.0,100006
200900131428,300021,53.0,100021
200900131429,300037,90.0,100006
200900131430,300013,56.0,100013
200900131431,300040,77.0,100009
200900131432,300030,68.0,100030
200900131433,300018,88.0,100018
200900131434,300035,94.0,100004
200900131435,300037,74.0,100006
200900131436,300002,79.0,100002
200900131437,300012,62.0,100012
200900131438,300015,73.0,100015
200900131439,300012,82.0,100012
200900131440,300003,80.0,100003
200900131441,300031,54.0,100000
200900131442,300034,94.0,100003
200900131443,300031,70.0,100000
200900131444,300019,99.0,100019
200900131445,300039,72.0,100008
200900131446,300027,100.0,100027
200900131447,300035,95.0,100004
200900131448,300036,89.0,100005
200900131449,300037,66.0,100006
200900131450,300039,74.0,100008
200900131452,300024,67.0,100024
200900131453,300001,82.0,100001
200900131454,300027,72.0,100027
200900131455,300020,56.0,100020
200900131456,300020,100.0,100020
200900131457,300007,58.0,100007
200900131458,300023,70.0,100023
200900131460,300018,72.0,100018
200900131461,300008,84.0,100008
200900131462,300040,59.0,100009
200900131463,300010,94.0,100010
200900131464,300006,72.0,100006
200900131465,300037,97.0,100006
200900131466,300033,74.0,100002
200900131467,300006,75.0,100006
200900131468,300020,95.0,100020
200900131469,300003,69.0,100003
200900131470,300034,58.0,100003
200900131472,300030,72.0,100030
200900131473,300017,88.0,100017
200900131474,300014,56.0,100014
200900131475,300034,57.0,100003
200900131476,300008,92.0,100008
200900131477,300031,63.0,100000
200900131478,300001,69.0,100001
200900131479,300015,81.0,100015
200900131480,300017,53.0,100017
200900131481,300031,90.0,100000
200900131482,300034,85.0,100003
200900131483,300006,78.0,100006
200900131484,300004,91.0,100004
200900131485,300005,95.0,100005
